Year,Team,Teams (in effect),Starting Rating,Final Rating,Prize Money,Win World Cup (Starting Elo),Make Final (Starting Elo),Make Semifinals (Starting Elo),Make Quarterfinals (Starting Elo),Make Round of 16 (Starting Elo),Average Prize Money (Starting Elo),Win World Cup (Final Elo),Make Final (Final Elo),Make Semifinals (Final Elo),Make Quarterfinals (Final Elo),Make Round of 16 (Final Elo),Average Prize Money (Final Elo),Adjusted Win World Cup (Starting Elo),Adjusted Make Final (Starting Elo),Adjusted Make Semifinals (Starting Elo),Adjusted Make Quarterfinals (Starting Elo),Adjusted Make Round of 16 (Starting Elo),Adjusted Win World Cup (Final Elo),Adjusted Make Final (Final Elo),Adjusted Make Semifinals (Final Elo),Adjusted Make Quarterfinals (Final Elo),Adjusted Make Round of 16 (Final Elo),Tournament Performance Rating (Starting Elo),Tournament Performance Rating (Final Elo)
1962,Germany,16,1896,1926,17,0.0322,0.097,0.2569,0.6767,1.0,18.7684,0.0379,0.123,0.3299,0.7014,1.0,19.7064,0.0161,0.0485,0.12845,0.33835,0.5,0.01895,0.0615,0.16495,0.3507,0.5,0.7666,0.742175
1962,England,16,1920,1910,17,0.0322,0.0936,0.1975,0.5159,1.0,17.5888,0.0243,0.0787,0.1699,0.5296,1.0,17.2471,0.0161,0.0468,0.09875,0.25795,0.5,0.01215,0.03935,0.08495,0.2648,0.5,0.82165,0.825125
1962,Italy,16,1878,1862,13,0.0263,0.083,0.2278,0.6231,1.0,18.164,0.0172,0.0561,0.1916,0.5065,1.0,17.1503,0.01315,0.0415,0.1139,0.31155,0.5,0.0086,0.02805,0.0958,0.25325,0.5,0.594225,0.623375
1962,Uruguay,16,1905,1852,13,0.0335,0.0934,0.2601,0.471,1.0,17.9698,0.0135,0.0583,0.1923,0.4452,1.0,16.8711,0.01675,0.0467,0.13005,0.2355,0.5,0.00675,0.02915,0.09615,0.2226,0.5,0.63225,0.6387
1962,Mexico,16,1806,1845,13,0.0025,0.0141,0.0404,0.1288,1.0,13.9529,0.0044,0.0227,0.0639,0.1644,1.0,14.3617,0.00125,0.00705,0.0202,0.0644,0.5,0.0022,0.01135,0.03195,0.0822,0.5,0.7178,0.7089
1962,Bulgaria,16,1770,1747,13,0.0025,0.0091,0.0327,0.154,1.0,13.9663,0.0005,0.007,0.0245,0.1503,1.0,13.8464,0.00125,0.00455,0.01635,0.077,0.5,0.00025,0.0035,0.01225,0.07515,0.5,0.7115,0.712425
1962,Switzerland,16,1706,1635,13,0.001,0.0063,0.0313,0.1757,1.0,14.0071,0.0002,0.0017,0.0123,0.0718,1.0,13.3991,0.0005,0.00315,0.01565,0.08785,0.5,0.0001,0.00085,0.00615,0.0359,0.5,0.706075,0.73205
1962,Colombia,16,1440,1459,13,0.0,0.0001,0.0004,0.006,1.0,13.0277,0.0,0.0002,0.0011,0.0095,1.0,13.0478,0.0,5e-05,0.0002,0.003,0.5,0.0,0.0001,0.00055,0.00475,0.5,0.7484999999999999,0.747625
1966,England,16,2088,2180,42,0.3128,0.4264,0.6442,0.9264,1.0,28.0522,0.4453,0.5546,0.7339,0.9733,1.0,31.1594,0.1564,0.2132,0.3221,0.4632,0.5,0.22265,0.2773,0.36695,0.48665,0.5,0.9218,0.888675
1966,Germany,16,1958,2036,30,0.0802,0.1764,0.3541,0.7041,1.0,20.677,0.1328,0.2917,0.4954,0.8514,1.0,23.6563,0.0401,0.0882,0.17705,0.35205,0.5,0.0664,0.14585,0.2477,0.4257,0.5,0.93585,0.893875
1966,Portugal,16,1830,2021,27,0.009,0.0367,0.1035,0.2936,1.0,15.3435,0.1111,0.2202,0.4846,0.7835,1.0,22.7568,0.0045,0.01835,0.05175,0.1468,0.5,0.05555,0.1101,0.2423,0.39175,0.5,0.96495,0.8238
1966,Russia,16,1992,2012,25,0.1228,0.2432,0.4519,0.7885,1.0,22.694,0.1061,0.2489,0.4923,0.8475,1.0,23.1219,0.0614,0.1216,0.22595,0.39425,0.5,0.05305,0.12445,0.24615,0.42375,0.5,0.826225,0.8147
1966,Argentina,16,1973,1982,17,0.0945,0.2009,0.3848,0.736,1.0,21.3457,0.0673,0.1813,0.3468,0.7508,1.0,20.6601,0.04725,0.10045,0.1924,0.368,0.5,0.03365,0.09065,0.1734,0.3754,0.5,0.7198,0.7256
1966,Hungary,16,1954,1953,17,0.0679,0.1583,0.3376,0.6711,1.0,20.1765,0.0399,0.1208,0.3189,0.6161,1.0,19.2876,0.03395,0.07915,0.1688,0.33555,0.5,0.01995,0.0604,0.15945,0.30805,0.5,0.747825,0.76625
1966,Italy,16,1974,1923,13,0.0953,0.2034,0.3976,0.7392,1.0,21.5,0.0357,0.1095,0.3006,0.6665,1.0,19.2157,0.04765,0.1017,0.1988,0.3696,0.5,0.01785,0.05475,0.1503,0.33325,0.5,0.5652,0.583375
1966,Brazil,16,2010,1918,13,0.1379,0.2533,0.4753,0.8008,1.0,23.1887,0.0277,0.0912,0.2421,0.5082,1.0,17.8924,0.06895,0.12665,0.23765,0.4004,0.5,0.01385,0.0456,0.12105,0.2541,0.5,0.5498000000000001,0.62295
1966,Spain,16,1893,1860,13,0.0282,0.086,0.2091,0.495,1.0,17.5236,0.01,0.0396,0.1066,0.3634,1.0,15.6716,0.0141,0.043,0.10455,0.2475,0.5,0.005,0.0198,0.0533,0.1817,0.5,0.62625,0.65915
1966,Uruguay,16,1848,1846,17,0.013,0.0559,0.1588,0.4164,1.0,16.4421,0.0082,0.0505,0.1426,0.4443,1.0,16.3213,0.0065,0.02795,0.0794,0.2082,0.5,0.0041,0.02525,0.0713,0.22215,0.5,0.8562000000000001,0.853275
1966,Mexico,16,1867,1841,13,0.0183,0.0723,0.1873,0.4652,1.0,17.0223,0.0084,0.0468,0.1347,0.4157,1.0,16.1266,0.00915,0.03615,0.09365,0.2326,0.5,0.0042,0.0234,0.06735,0.20785,0.5,0.6336999999999999,0.646075
1966,North Korea,16,1838,1815,17,0.0117,0.0401,0.1221,0.321,1.0,15.6635,0.0052,0.0245,0.1042,0.3273,1.0,15.3779,0.00585,0.02005,0.06105,0.1605,0.5,0.0026,0.01225,0.0521,0.16365,0.5,0.889225,0.8921250000000001
1966,France,16,1757,1733,13,0.0016,0.0128,0.0514,0.192,1.0,14.2848,0.0013,0.009,0.037,0.1667,1.0,14.0354,0.0008,0.0064,0.0257,0.096,0.5,0.00065,0.0045,0.0185,0.08335,0.5,0.702,0.708325
1966,Chile,16,1750,1729,13,0.0024,0.0098,0.0389,0.1513,1.0,14.01,0.0004,0.0062,0.0344,0.1587,1.0,13.9608,0.0012,0.0049,0.01945,0.07565,0.5,0.0002,0.0031,0.0172,0.07935,0.5,0.712175,0.710325
1966,Bulgaria,16,1799,1722,13,0.0043,0.0232,0.0731,0.2345,1.0,14.723,0.0006,0.0051,0.0229,0.0922,1.0,13.5929,0.00215,0.0116,0.03655,0.11725,0.5,0.0003,0.00255,0.01145,0.0461,0.5,0.6913750000000001,0.72695
1966,Switzerland,16,1654,1614,13,0.0001,0.0013,0.0103,0.0649,1.0,13.3531,0.0,0.0001,0.003,0.0344,1.0,13.1633,5e-05,0.00065,0.00515,0.03245,0.5,0.0,5e-05,0.0015,0.0172,0.5,0.7337750000000001,0.7414000000000001
1970,Brazil,16,2008,2171,42,0.1308,0.2511,0.4047,0.6106,1.0,21.6837,0.4698,0.612,0.766,0.9246,1.0,31.758,0.0654,0.12555,0.20235,0.3053,0.5,0.2349,0.306,0.383,0.4623,0.5,0.9673,0.88255
1970,Germany,16,1997,2058,27,0.1449,0.274,0.4579,0.9213,1.0,23.6818,0.1636,0.3418,0.5188,0.9615,1.0,24.8974,0.07245,0.137,0.22895,0.46065,0.5,0.0818,0.1709,0.2594,0.48075,0.5,0.817025,0.78485
1970,England,16,2069,2032,17,0.2642,0.3881,0.5707,0.781,1.0,26.0543,0.1158,0.2801,0.4391,0.7175,1.0,22.3671,0.1321,0.19405,0.28535,0.3905,0.5,0.0579,0.14005,0.21955,0.35875,0.5,0.662075,0.71085
1970,Italy,16,2007,2015,30,0.1729,0.3141,0.6107,0.8718,1.0,25.4003,0.129,0.2862,0.6182,0.8763,1.0,24.8578,0.08645,0.15705,0.30535,0.4359,0.5,0.0645,0.1431,0.3091,0.43815,0.5,0.87825,0.8962
1970,Russia,16,1971,1950,17,0.1262,0.2572,0.5398,0.9059,1.0,24.0666,0.062,0.1732,0.5058,0.8988,1.0,22.605,0.0631,0.1286,0.2699,0.45295,0.5,0.031,0.0866,0.2529,0.4494,0.5,0.638575,0.6488499999999999
1970,Czech Republic,16,1963,1860,13,0.0768,0.1636,0.2862,0.49,1.0,19.1202,0.0086,0.0356,0.0848,0.2145,1.0,14.855,0.0384,0.0818,0.1431,0.245,0.5,0.0043,0.0178,0.0424,0.10725,0.5,0.6275,0.696375
1970,Uruguay,16,1848,1854,25,0.0224,0.0803,0.242,0.5186,1.0,17.7991,0.0151,0.064,0.2456,0.5231,1.0,17.6898,0.0112,0.04015,0.121,0.2593,0.5,0.00755,0.032,0.1228,0.26155,0.5,0.919425,0.9226
1970,Sweden,16,1844,1849,13,0.0212,0.0752,0.2303,0.4981,1.0,17.5766,0.0134,0.0603,0.237,0.484,1.0,17.4181,0.0106,0.0376,0.11515,0.24905,0.5,0.0067,0.03015,0.1185,0.242,0.5,0.625475,0.629
1970,Mexico,16,1796,1819,17,0.0109,0.052,0.1944,0.559,1.0,17.2726,0.0113,0.0606,0.2487,0.6687,1.0,18.234,0.00545,0.026,0.0972,0.2795,0.5,0.00565,0.0303,0.12435,0.33435,0.5,0.81165,0.7706500000000001
1970,Romania,16,1796,1816,13,0.0031,0.0169,0.0416,0.1184,1.0,13.9445,0.003,0.0173,0.0486,0.1434,1.0,14.1087,0.00155,0.00845,0.0208,0.0592,0.5,0.0015,0.00865,0.0243,0.0717,0.5,0.7203999999999999,0.7141500000000001
1970,Peru,16,1710,1759,17,0.0025,0.0123,0.0457,0.2741,1.0,14.5691,0.0032,0.0255,0.0705,0.4617,1.0,15.6051,0.00125,0.00615,0.02285,0.13705,0.5,0.0016,0.01275,0.03525,0.23085,0.5,0.92005,0.86695
1970,Bulgaria,16,1819,1746,13,0.0165,0.0669,0.1656,0.6055,1.0,17.3521,0.0024,0.0181,0.0599,0.4124,1.0,15.2731,0.00825,0.03345,0.0828,0.30275,0.5,0.0012,0.00905,0.02995,0.2062,0.5,0.598625,0.6469
1970,Belgium,16,1774,1740,13,0.007,0.0374,0.1491,0.4796,1.0,16.4438,0.0021,0.0181,0.1105,0.3953,1.0,15.6261,0.0035,0.0187,0.07455,0.2398,0.5,0.00105,0.00905,0.05525,0.19765,0.5,0.6301,0.6511750000000001
1970,Israel,16,1668,1681,13,0.0002,0.0046,0.0269,0.1115,1.0,13.6944,0.0004,0.004,0.031,0.1166,1.0,13.7508,0.0001,0.0023,0.01345,0.05575,0.5,0.0002,0.002,0.0155,0.0583,0.5,0.722125,0.72085
1970,Morocco,16,1676,1639,13,0.0004,0.0054,0.0276,0.1991,1.0,14.059,0.0003,0.0032,0.0123,0.1644,1.0,13.7786,0.0002,0.0027,0.0138,0.09955,0.5,0.00015,0.0016,0.00615,0.0822,0.5,0.700225,0.7089
1970,El Salvador,16,1535,1492,13,0.0,0.0009,0.0068,0.0555,1.0,13.2819,0.0,0.0,0.0032,0.0372,1.0,13.1754,0.0,0.00045,0.0034,0.02775,0.5,0.0,0.0,0.0016,0.0186,0.5,0.7361249999999999,0.7407
1974,Germany,16,2211,2242,42,0.5374,0.7463,0.9191,0.9794,1.0,34.7245,0.5513,0.7211,0.9139,0.9854,1.0,34.7793,0.2687,0.37315,0.45955,0.4897,0.5,0.27565,0.36055,0.45695,0.4927,0.5,0.86565,0.862175
1974,Poland,16,1958,2081,27,0.0374,0.1242,0.3604,0.69,1.0,19.9358,0.1578,0.3775,0.6592,0.9056,1.0,26.0213,0.0187,0.0621,0.1802,0.345,0.5,0.0789,0.18875,0.3296,0.4528,0.5,0.87885,0.7408250000000001
1974,Netherlands,16,1842,2059,30,0.0066,0.0276,0.123,0.5461,1.0,16.4522,0.1013,0.2178,0.5627,0.9197,1.0,23.909,0.0033,0.0138,0.0615,0.27305,0.5,0.05065,0.1089,0.28135,0.45985,0.5,0.99145,0.920225
1974,Brazil,16,2116,2036,25,0.2519,0.5086,0.7791,0.9314,1.0,28.9096,0.0904,0.2599,0.5344,0.8553,1.0,23.3827,0.12595,0.2543,0.38955,0.4657,0.5,0.0452,0.12995,0.2672,0.42765,0.5,0.678075,0.801425
1974,Italy,16,2002,1969,13,0.0669,0.1854,0.4839,0.786,1.0,22.0832,0.033,0.119,0.3317,0.7398,1.0,19.7844,0.03345,0.0927,0.24195,0.393,0.5,0.0165,0.0595,0.16585,0.3699,0.5,0.5535,0.56505
1974,East Germany,16,1941,1919,17,0.0357,0.1421,0.3592,0.7086,1.0,20.0295,0.021,0.1032,0.2656,0.6731,1.0,18.7004,0.01785,0.07105,0.1796,0.3543,0.5,0.0105,0.0516,0.1328,0.33655,0.5,0.73305,0.765325
1974,Sweden,16,1885,1912,17,0.0123,0.0513,0.1952,0.6707,1.0,17.7599,0.0177,0.0761,0.2497,0.692,1.0,18.4747,0.00615,0.02565,0.0976,0.33535,0.5,0.00885,0.03805,0.12485,0.346,0.5,0.783525,0.764575
1974,Serbia,16,1936,1897,17,0.029,0.1011,0.3009,0.6256,1.0,18.9417,0.0117,0.0456,0.1642,0.5369,1.0,16.903,0.0145,0.05055,0.15045,0.3128,0.5,0.00585,0.0228,0.0821,0.26845,0.5,0.768375,0.8247249999999999
1974,Scotland,16,1826,1892,13,0.004,0.0173,0.0717,0.2657,1.0,14.8073,0.011,0.0392,0.1454,0.5072,1.0,16.596,0.002,0.00865,0.03585,0.13285,0.5,0.0055,0.0196,0.0727,0.2536,0.5,0.683575,0.6232
1974,Argentina,16,1894,1842,17,0.0125,0.0484,0.1887,0.487,1.0,16.965,0.0026,0.0162,0.0697,0.3344,1.0,15.041,0.00625,0.0242,0.09435,0.2435,0.5,0.0013,0.0081,0.03485,0.1672,0.5,0.831075,0.898975
1974,Chile,16,1779,1779,13,0.0011,0.0115,0.0439,0.2208,1.0,14.3211,0.0016,0.0111,0.0403,0.2449,1.0,14.3883,0.00055,0.00575,0.02195,0.1104,0.5,0.0008,0.00555,0.02015,0.12245,0.5,0.6948,0.688775
1974,Bulgaria,16,1820,1773,13,0.0041,0.0217,0.0957,0.4761,1.0,15.8693,0.0005,0.0085,0.038,0.2468,1.0,14.3511,0.00205,0.01085,0.04785,0.23805,0.5,0.00025,0.00425,0.019,0.1234,0.5,0.6309750000000001,0.6883
1974,Uruguay,16,1755,1699,13,0.0003,0.0059,0.0344,0.3071,1.0,14.5497,0.0001,0.0029,0.0119,0.1415,1.0,13.6799,0.00015,0.00295,0.0172,0.15355,0.5,5e-05,0.00145,0.00595,0.07075,0.5,0.673225,0.7146250000000001
1974,DR Congo,16,1780,1695,13,0.0006,0.0066,0.0338,0.1773,1.0,14.0356,0.0,0.001,0.0066,0.1006,1.0,13.4616,0.0003,0.0033,0.0169,0.08865,0.5,0.0,0.0005,0.0033,0.0503,0.5,0.705675,0.72485
1974,Australia,16,1691,1680,13,0.0002,0.0019,0.01,0.0912,1.0,13.4589,0.0,0.0009,0.0064,0.0966,1.0,13.4439,0.0001,0.00095,0.005,0.0456,0.5,0.0,0.00045,0.0032,0.0483,0.5,0.7272000000000001,0.72585
1974,Haiti,16,1612,1573,13,0.0,0.0001,0.001,0.037,1.0,13.1567,0.0,0.0,0.0003,0.0202,1.0,13.0834,0.0,5e-05,0.0005,0.0185,0.5,0.0,0.0,0.00015,0.0101,0.5,0.74075,0.74495
1978,Brazil,16,2079,2143,27,0.2083,0.3748,0.6374,0.8728,1.0,26.2864,0.3074,0.4664,0.743,0.9208,1.0,29.0332,0.10415,0.1874,0.3187,0.4364,0.5,0.1537,0.2332,0.3715,0.4604,0.5,0.74695,0.69765
1978,Argentina,16,2026,2139,42,0.1092,0.2342,0.4591,0.7607,1.0,22.4324,0.2859,0.462,0.7393,0.9081,1.0,28.6758,0.0546,0.1171,0.22955,0.38035,0.5,0.14295,0.231,0.36965,0.45405,0.5,0.9727,0.928525
1978,Netherlands,16,2092,2057,30,0.2381,0.3955,0.6709,0.9283,1.0,27.2753,0.1403,0.3068,0.5815,0.9065,1.0,24.8048,0.11905,0.19775,0.33545,0.46415,0.5,0.07015,0.1534,0.29075,0.45325,0.5,0.8416,0.888225
1978,Germany,16,2097,2024,17,0.2508,0.4187,0.6973,0.9418,1.0,27.8201,0.101,0.2395,0.5004,0.9034,1.0,23.2959,0.1254,0.20935,0.34865,0.4709,0.5,0.0505,0.11975,0.2502,0.4517,0.5,0.590225,0.64905
1978,Italy,16,1938,2002,25,0.0309,0.0834,0.2128,0.512,1.0,17.6496,0.0661,0.1759,0.3802,0.6619,1.0,20.5463,0.01545,0.0417,0.1064,0.256,0.5,0.03305,0.08795,0.1901,0.33095,0.5,0.92595,0.860975
1978,Spain,16,1961,1952,13,0.0461,0.1233,0.2856,0.6268,1.0,19.0971,0.0302,0.096,0.2434,0.5615,1.0,18.1458,0.02305,0.06165,0.1428,0.3134,0.5,0.0151,0.048,0.1217,0.28075,0.5,0.5932999999999999,0.609625
1978,Poland,16,1929,1930,17,0.0397,0.1126,0.2872,0.7113,1.0,19.3102,0.0253,0.0867,0.2628,0.7674,1.0,19.0399,0.01985,0.0563,0.1436,0.35565,0.5,0.01265,0.04335,0.1314,0.3837,0.5,0.750375,0.74245
1978,Scotland,16,1946,1917,13,0.0423,0.1251,0.3071,0.6901,1.0,19.4979,0.0207,0.0659,0.2007,0.6366,1.0,17.8249,0.02115,0.06255,0.15355,0.34505,0.5,0.01035,0.03295,0.10035,0.3183,0.5,0.577475,0.59085
1978,Austria,16,1861,1898,17,0.0068,0.0258,0.078,0.3219,1.0,15.156,0.0099,0.0426,0.1286,0.3941,1.0,15.9898,0.0034,0.0129,0.039,0.16095,0.5,0.00495,0.0213,0.0643,0.19705,0.5,0.900025,0.869325
1978,France,16,1881,1886,13,0.0091,0.0333,0.103,0.3378,1.0,15.4975,0.0076,0.0329,0.0966,0.2951,1.0,15.2457,0.00455,0.01665,0.0515,0.1689,0.5,0.0038,0.01645,0.0483,0.14755,0.5,0.66555,0.6762250000000001
1978,Peru,16,1756,1809,17,0.0007,0.0044,0.0213,0.1629,1.0,13.8582,0.0022,0.0092,0.0477,0.2971,1.0,14.6572,0.00035,0.0022,0.01065,0.08145,0.5,0.0011,0.0046,0.02385,0.14855,0.5,0.95395,0.9138
1978,Hungary,16,1896,1798,13,0.0122,0.0386,0.1207,0.3895,1.0,15.9212,0.0019,0.0074,0.0239,0.1349,1.0,13.7986,0.0061,0.0193,0.06035,0.19475,0.5,0.00095,0.0037,0.01195,0.06745,0.5,0.652625,0.716275
1978,Sweden,16,1792,1771,13,0.0017,0.008,0.0292,0.1785,1.0,14.0182,0.0007,0.003,0.0148,0.1236,1.0,13.6404,0.00085,0.004,0.0146,0.08925,0.5,0.00035,0.0015,0.0074,0.0618,0.5,0.705375,0.7191000000000001
1978,Tunisia,16,1670,1741,13,0.0,0.0005,0.0051,0.0811,1.0,13.3687,0.0002,0.003,0.0163,0.1971,1.0,13.9414,0.0,0.00025,0.00255,0.04055,0.5,0.0001,0.0015,0.00815,0.09855,0.5,0.729725,0.700725
1978,Iran,16,1783,1734,13,0.0017,0.0082,0.0373,0.2187,1.0,14.2478,0.0005,0.0017,0.0125,0.1598,1.0,13.7577,0.00085,0.0041,0.01865,0.10935,0.5,0.00025,0.00085,0.00625,0.0799,0.5,0.695325,0.7100500000000001
1978,Mexico,16,1797,1703,13,0.0024,0.0136,0.048,0.2658,1.0,14.5634,0.0001,0.001,0.0083,0.1321,1.0,13.6026,0.0012,0.0068,0.024,0.1329,0.5,5e-05,0.0005,0.00415,0.06605,0.5,0.68355,0.716975
1982,Brazil,24,2093,2115,17,0.2269,0.3775,0.5741,0.8444,0.9839,25.7757,0.2351,0.3556,0.5505,0.8524,0.9875,25.6418,0.170175,0.283125,0.43057500000000004,0.6333,0.7379249999999999,0.176325,0.26670000000000005,0.412875,0.6393,0.7406250000000001,0.46806250000000005,0.47391249999999996
1982,Italy,24,1892,2067,42,0.0169,0.0549,0.1495,0.3969,0.8977,15.9333,0.1599,0.2594,0.4694,0.8155,0.9815,23.4376,0.012674999999999999,0.041174999999999996,0.112125,0.29767499999999997,0.6732750000000001,0.11992499999999999,0.19455,0.35205,0.611625,0.736125,0.9936625,0.9400375
1982,Germany,24,2110,2035,30,0.279,0.4528,0.6363,0.9098,0.9916,27.5542,0.1524,0.3098,0.4906,0.8292,0.9778,23.7238,0.20925000000000002,0.3396,0.477225,0.68235,0.7437,0.11430000000000001,0.23235,0.36795,0.6219,0.73335,0.725575,0.826675
1982,England,24,1965,2029,17,0.0502,0.1138,0.2473,0.5869,0.9414,18.3978,0.129,0.2767,0.4467,0.7738,0.9744,22.6759,0.03765,0.08535,0.185475,0.440175,0.7060500000000001,0.09675,0.20752500000000002,0.335025,0.58035,0.7308,0.687175,0.5423125
1982,Russia,24,2010,2007,17,0.0888,0.1785,0.3666,0.6292,0.9384,20.3695,0.0731,0.136,0.308,0.5801,0.9377,19.2946,0.0666,0.133875,0.27494999999999997,0.4719,0.7038,0.054825,0.10200000000000001,0.23099999999999998,0.435075,0.703275,0.626575,0.6669625
1982,Poland,24,1959,1990,27,0.0506,0.1149,0.2621,0.6181,0.953,18.7145,0.0687,0.1295,0.3047,0.611,0.9396,19.3127,0.03795,0.086175,0.196575,0.46357499999999996,0.71475,0.051525,0.097125,0.22852500000000003,0.45825,0.7047,0.858625,0.837175
1982,Argentina,24,2003,1941,13,0.0801,0.1688,0.3372,0.7138,0.9702,20.419,0.0265,0.0636,0.1701,0.5433,0.9553,17.0956,0.060075,0.1266,0.2529,0.53535,0.7276499999999999,0.019875,0.047700000000000006,0.127575,0.40747500000000003,0.716475,0.36850000000000005,0.438025
1982,Spain,24,1989,1934,13,0.0794,0.1709,0.3545,0.718,0.9741,20.6049,0.0416,0.1142,0.2548,0.5814,0.9424,18.3158,0.05955,0.12817499999999998,0.265875,0.5385,0.730575,0.0312,0.08565,0.19110000000000002,0.43605000000000005,0.7068,0.3654625,0.42857499999999993
1982,France,24,1878,1925,25,0.0126,0.0381,0.113,0.3025,0.8165,14.7785,0.0376,0.1026,0.2432,0.4678,0.887,17.4386,0.00945,0.028575000000000003,0.08475,0.226875,0.612375,0.028200000000000003,0.07694999999999999,0.1824,0.35085,0.66525,0.9433374999999999,0.870325
1982,Serbia,24,1917,1890,13,0.0297,0.0827,0.206,0.4867,0.9279,17.1803,0.0205,0.065,0.174,0.4318,0.8985,16.3658,0.022275,0.062025,0.1545,0.36502500000000004,0.6959249999999999,0.015375,0.04875,0.1305,0.32385,0.673875,0.46952499999999997,0.5011375
1982,Austria,24,1917,1889,17,0.0296,0.0828,0.2355,0.4355,0.8689,16.9926,0.0246,0.0809,0.2148,0.4219,0.8552,16.6143,0.0222,0.0621,0.17662499999999998,0.326625,0.651675,0.01845,0.060675,0.1611,0.316425,0.6414,0.748375,0.7612375
1982,Belgium,24,1915,1872,13,0.0263,0.0721,0.1785,0.4475,0.9036,16.6043,0.0102,0.0285,0.0901,0.3124,0.893,14.8561,0.019725,0.054075,0.133875,0.335625,0.6777,0.0076500000000000005,0.021375,0.067575,0.2343,0.6697500000000001,0.4933375,0.547975
1982,Scotland,24,1839,1853,13,0.0045,0.0141,0.0524,0.1246,0.6232,12.5647,0.0041,0.0139,0.0524,0.1314,0.6643,12.7513,0.0033749999999999995,0.010575,0.0393,0.09345,0.4674,0.0030750000000000005,0.010425,0.0393,0.09855,0.49822500000000003,0.7195750000000001,0.7016125
1982,Czech Republic,24,1897,1850,9,0.0184,0.049,0.1488,0.3718,0.8633,15.6742,0.0101,0.0352,0.1034,0.2242,0.7353,14.0032,0.0138,0.036750000000000005,0.11159999999999999,0.27885000000000004,0.647475,0.007575,0.0264,0.07755000000000001,0.16815000000000002,0.5514749999999999,0.1762625,0.22426250000000003
1982,Hungary,24,1796,1814,13,0.0028,0.0098,0.0417,0.1243,0.6546,12.549,0.0036,0.0104,0.0386,0.158,0.7848,13.1966,0.0021,0.00735,0.031275,0.093225,0.49095,0.0027,0.0078,0.028950000000000004,0.1185,0.5886,0.7079125,0.64645
1982,Northern Ireland,24,1740,1763,13,0.0006,0.0034,0.0169,0.0625,0.5397,11.575,0.0017,0.008,0.0297,0.1083,0.6352,12.2812,0.00045,0.0025499999999999997,0.012674999999999999,0.046875,0.404775,0.0012749999999999999,0.006,0.022275,0.08122499999999999,0.4764,0.7741750000000001,0.7211875
1982,Peru,24,1776,1743,9,0.002,0.0091,0.0344,0.108,0.6438,12.3677,0.0002,0.0024,0.0121,0.0358,0.3889,10.8144,0.0015,0.006825,0.0258,0.081,0.48285,0.00015000000000000001,0.0018,0.009075,0.02685,0.291675,0.258575,0.35416249999999994
1982,Algeria,24,1647,1719,13,0.0,0.0004,0.0034,0.0097,0.1884,9.8228,0.0006,0.0042,0.0227,0.0522,0.4205,11.11,0.0,0.00030000000000000003,0.0025499999999999997,0.007275,0.1413,0.00045,0.00315,0.017025000000000002,0.039150000000000004,0.31537499999999996,0.9257124999999999,0.8227375
1982,Chile,24,1771,1702,9,0.0016,0.0058,0.0348,0.0791,0.5121,11.7076,0.0003,0.0026,0.0154,0.0389,0.3567,10.7272,0.0012000000000000001,0.00435,0.026099999999999998,0.059325,0.384075,0.000225,0.00195,0.011550000000000001,0.029175,0.267525,0.30796250000000003,0.3662375
1982,Cameroon,24,1634,1684,9,0.0,0.0001,0.0019,0.0114,0.2328,9.9927,0.0002,0.0007,0.0038,0.0134,0.2354,10.0331,0.0,7.500000000000001e-05,0.001425,0.00855,0.1746,0.00015000000000000001,0.000525,0.00285,0.01005,0.17654999999999998,0.41269999999999996,0.411725
1982,Honduras,24,1600,1623,9,0.0,0.0,0.0012,0.0055,0.1778,9.7432,0.0,0.0001,0.0018,0.0079,0.2356,9.9897,0.0,0.0,0.0009,0.004125,0.13335000000000002,0.0,7.500000000000001e-05,0.00135,0.005925000000000001,0.1767,0.43332499999999996,0.41164999999999996
1982,Kuwait,24,1631,1619,9,0.0,0.0003,0.0023,0.0073,0.1689,9.7257,0.0,0.0007,0.0029,0.006,0.1282,9.5641,0.0,0.000225,0.001725,0.005475,0.12667499999999998,0.0,0.000525,0.002175,0.0045000000000000005,0.09615000000000001,0.43666249999999995,0.451925
1982,New Zealand,24,1598,1564,9,0.0,0.0001,0.0007,0.0016,0.0755,9.3145,0.0,0.0,0.0001,0.0006,0.0552,9.2242,0.0,7.500000000000001e-05,0.000525,0.0012000000000000001,0.056624999999999995,0.0,0.0,7.500000000000001e-05,0.00045,0.0414,0.47168750000000004,0.47929999999999995
1982,El Salvador,24,1608,1557,9,0.0,0.0001,0.0009,0.0049,0.1527,9.6383,0.0,0.0,0.0002,0.0027,0.13,9.5324,0.0,7.500000000000001e-05,0.000675,0.003675,0.114525,0.0,0.0,0.00015000000000000001,0.002025,0.0975,0.4427375,0.45125000000000004
1986,Argentina,24,1873,2040,42,0.0372,0.0873,0.1871,0.381,0.8495,16.3965,0.1778,0.2862,0.4769,0.6809,0.9872,23.2946,0.027899999999999998,0.065475,0.14032499999999998,0.28575,0.637125,0.13335000000000002,0.21465,0.35767499999999997,0.510675,0.7404,0.98605,0.933325
1986,France,24,1995,2023,27,0.1542,0.2558,0.4104,0.6388,0.9227,21.8446,0.1481,0.2542,0.4183,0.7021,0.9663,22.2718,0.11565,0.19185000000000002,0.30779999999999996,0.4791,0.692025,0.11107500000000001,0.19065,0.31372500000000003,0.526575,0.7247250000000001,0.750175,0.7478125
